id,name,new_id
423677884320318,Kamal Thapa,3447
530529360362928,Guillermo Durand Cornejo,2864
709582595828324,Neven Mimica,1938
298127446960893,Luciana Santos,4951
802874853112843,Philippe Loiseau,2789
491146254290346,Vilma Moronese Cittadina Senatrice M5S,3807
489667171083448,Thomas Gehring,4668
1408142216156387,Lars Chr. Lilleholt,3934
217139118403377,Thyra Frank,5143
1587565344835542,Lelo Coimbra,3341
102734125953,Rob Wittman,1681
51052893175,Kevin McCarthy,3888
485067324853989,Tammam Salam,678
1766893923542576,Pat Boyd,1735
700066890042747,"Ulrike Trebesius, MEP",3585
80987211775,Bill Cassidy,3349
155184094662465,Kesineni Nani,3681
164221090300505,Jenny Mikakos MP,108
206866712830769,Nicola Beer,3852
1509535792643315,Edgar Melhem Salinas,2525
19283272906,Marco Cappato,4671
106730300166,Dave Turcotte,1588
112919645452925,Artur Gierada,5647
174866249236469,Tulsi Gabbard,2981
52418678069,Rainer Wieland,3680
376475555670,Sam Singh,1055
723311241034230,Natalie Suleyman MP,5621
287814831337164,Jesper Petersen,5127
363813773727121,Detlef Wimmer,3966
565826410233605,Suzanne Orr,2930
918395134840916,Jason Nixon,743
539267906164443,Alexandre Serfiotis,4025
551203304961503,Battulga Khaltmaa,5440
39665499642,Lisa Madigan,5807
159871897429198,Aldo Rebelo,4672
410112025768173,PMO Bhutan,2264
406528039445775,Jan Tore Sanner,4376
711431662229760,"Gudrun Zollner, MdB a.D.",4126
1607118839567229,Ed Vaizey,3870
507639912624014,Werner Widuckel,5159
482689928481708,Steven Ciobo MP,3506
360001881007767,Vicki Howard,4768
165276720205822,Eduardo Paes,725
149819417626,Brian Sandoval,4633
1421722488067369,David Mehan MP,3948
186159618095984,Julio Zamora,4662
355348224482238,Guto Bebb,1240
422281474541399,Representative Lucy Torres-Gomez,339
6266829799,Sherrod Brown,2782
719643928050604,Amir Lando,2769
8727117852,Bruce Hyer,2992
163566147024734,Jean Wyllys,2573
235762319779450,Omar Navarro,4758
345367542294194,Paulina Ayala,4772
396352797074234,Marcus Jones,368
196236967189842,Mauro Del Barba,1312
150412465290475,Kamila Gasiuk-Pihowicz,1694
687008454694990,Randolfe Rodrigues,4097
948779615147993,Alupa Clarke,4071
1550441481892785,Emilio Basavilbaso,5337
1431092387136668,Jan Grabiec,1232
609641045716407,Elaine Smith MSP,5080
1506366006307704,Klaus Maier,1990
665462313475794,Lise Bech - Dansk Folkeparti,4402
374368637467,Danny Alexander,826
235523829798716,Wayne Easter,1051
689299061082133,Ruedi Noser,376
1663082374011541,Alain Cadec,1179
1483159141915320,Terry Duguid,1185
30127595502,Rachel Norton,1442
145992078937379,Rebecca Harms,3569
214211071944227,Katja Kipping,1731
53942489961,Abubakar Bukola Saraki,881
709617325724631,Jess Pugh for Mount Ommaney,3883
1847922035424580,Mary Ng,5775
150157525180795,Nuk Korako MP,4520
443342095798161,Emma Husar MP,3694
140169192769764,Marc Joulaud,411
522395934483552,Catherine West MP,4648
415443501985190,Michel Picard,2111
128346770665737,Hannah David,5222
742367169159127,Tony Perrett,2933
176729425863637,Tasso Jereissati,4030
682706588522466,Nicola Di Iorio Ad. E.,4073
116416958470200,"Hans Herold, MdL",1099
1692243401039740,Emily Hamilton MLA,4435
1524698857748303,Steven Miles MP,2569
289104174512182,Andrew Cripps MP,5533
554733571333690,Mauricio Palito Davico,4368
1111353662231954,Sybrand Buma,3967
436934329773474,SS Ahluwalia,2110
850924711639163,Diana Gutjahr,5551
224618077692752,Sanjay Tandon,1600
938126169534790,Johnny For Plymouth,5231
281765795281415,Marlene Kairouz MP,2702
543585802484989,Michael Pettersson MLA,5758
786049671475005,Francis Drouin,2183
556044047834048,Ibrahim Baylan,4264
600440106752818,Kordula Kovac,1210
180033232029650,Kyle Peterson,3339
135856610910,Liew Chin Tong,475
121714357906756,Bruno Covas,709
302386636554,Matthew Guy,4789
23567195147,Annemie Turtelboom,4277
462275333828652,Sara Moretto,2224
1674379189460081,Harald Walser,1274
58736997707,Marco Rubio,5412
105473048278,Mo Brooks,5850
38326584416,Carol Hughes,3180
68563629337,Fred Upton,5405
659145584116221,Claudio Cominardi,89
377404002387615,Anthony Dufrane,3287
1660223150872062,Javier Maroto,3984
405046796227418,Vince Cable,5360
191926190961332,Antonio Imbassahy,5291
258921134303986,Jochen Ott,79
181951548628397,Dr James Davies,1326
208331949255383,Ulrich Schneider,1962
234965116688270,Meenakshi Lekhi,1064
164752600281593,Joachim B. Olsen,2306
200887356601518,Lim Swee Say,2442
31779288732,Linda Duncan,5468
312998845495027,Senator Dave Koehler,2552
862232280511607,S.M. Jakir Hossain,2431
462669013928631,Jacky Rosen for Nevada,3464
172163532867364,Senator Doug Black,3308
231155033564493,P.K. Abdu Rabb,4696
453712378047587,Michael Hofmann MdL,2043
318854008139349,David Christopherson,5106
563753786980536,Kathrin Vogler,2631
215890091811957,Chris Fearne,1658
449211941872123,Laerte Bessa,4540
125588077571256,Karen Buck,5025
195454263800226,Julie Anne Genter MP,2292
194123260626794,Pierfrancesco Majorino,344
308836329263831,Mark Kirk,862
932815056748552,"Rita Hagl-Kehl, MdB",2988
510291985696801,Daniela Holzinger-Vogtenhuber,380
584201524953119,Laura Sandys,2994
642849045735037,Fernando Filho,4760
207713419256322,Chungsen (CS) Leung,4542
422570007907692,Wolfgang Drexler,3582
551246314973765,Prof. Dr. Wolfgang Reinhart,1930
1533467003584688,Marie-Pierre De la Gontrie,24
612831408762037,David Cunliffe,2063
521065204608834,Margarete Bause,5148
1602977649945119,Jacques Gourde,4920
418591908199129,Leo de Brito,5665
124002814371381,deputado federal Rodrigo de Castro,4545
200969789971450,Dan Albas,1249
400196063667286,Deniz Kurku - SPD,1647
51865966089,Damien ABAD,3987
136288523102962,Jessica Tan Soon Neo,1967
350897378359976,Valdivino de Oliveira,4461
687462478034029,School Director Shae Ashe,2428
329262860438866,Bridget Phillipson,3707
1518163425167380,Scott McConnell MLA: Member for Stuart,375
155867351255313,Martin Foley MP,420
441153092884441,Senator Kimberley Kitching,1077
480641715335370,Ralf Stegner,5212
1475414669371697,Elmar Nascimento,1888
100572766657394,John Glen MP,4250
1453144394969087,Jean-Jacques Urvoas,2213
1425725414386857,Michael Roth,2059
134657143212726,Jeff Brandes,509
1396459723941912,Christian Rabjerg Madsen,4836
433042703535858,Prasad Panda,3662
318818158227534,Ulrike Gote,2232
369808499805109,Melanie Huml,547
485369011572153,Max Schirmer,640
200178983466771,Eduardo Campos,5491
191739617570934,Cirilo Tirado,5198
9840628750,Marko Liias,910
508050335906893,Felipe Michlig,2802
1584130918547858,Melanie Bernstein,73
361551077349381,Chris Bittle M.P.,1087
382118358091,Layla Moran,5005
167781826574177,"David Anderson, Cypress Hills - Grasslands",3530
599006006833629,Maureen Pugh MP,1978
204875396555166,Terry Healy MLA,1527
305365232840389,Lone Loklindt,5126
453192961424619,Lorna Johnson,5755
90148244993,Patricia Bullrich,648
753167254756565,David Evennett MP,1295
361426427219353,Martha Tagle,634
136817083076969,Artur Dunin - Biuro Poselskie,3775
686473408080091,"Kathy Webb, Little Rock City Director, Ward 3",4867
1435674296649243,Emmanuelle Cosse,280
460143874089814,Peter Schiefke,1602
1795142190712647,Julia Banks MP,3315
184273968436825,Steven Blaney,1012
132141523484024,Miroslav Kalousek,2854
308776232652090,Richard Arkless for Dumfries & Galloway,616
827021447354082,Edgar Chagwa Lungu,4028
337368156374937,Sebastian Hartmann - SPD,355
425788730806692,Pierre Moreau,810
1385001921534931,Luise Amtsberg,4266
256203941229187,Astrid Krag,2327
53772921578,Malcolm Turnbull,1965
286689658107688,Stephan Albani,5492
1800609010167596,Michael Gove,2179
377875712247089,Thomas Kastrup-Larsen,241
93711056469,Kai Gehring,2894
21128206560,Marc Garneau,4120
64681758178,Nicole Maisch,3606
203088656460254,Deputado Federal Alexandre Leite,4906
231256850282149,Rubens Pereira Jr,2541
1531017587146752,Susana Corella,2984
609274972512443,Frank Baylis,1483
467309936800270,Michael Chong,5264
272413923137815,Stefan Rouenhoff,4129
785934468125228,Andrew Atkinson,831
551435991651334,Mims Davies,908
387349071330101,Iain Lees-Galloway MP,5679
116803935058999,Costa Constantinides,4881
800041743487952,Shaun Leane MP,899
1905921006342544,Jan Steffen,805
271075406319289,Alessandro Molon,672
598944870133394,Florian Ritter,5117
107359223460,Francisco Cabrera,2908
367006363463686,Chris Webb,2215
61457331088,Dr. Helge Braun,5333
155439457852149,Henrique Capriles Radonski,4226
455281287849603,Mark Dreyfus,4761
180381489134,Chris Christie,1081
747581655288114,Mathias Cormann,426
329784413742246,Hans Michelbach,4663
1478307075722907,Nathan Barrett - Community Solutions,668
173928532656310,Garnett Genuis,3023
386740044676021,Carolina Monroy,2773
122032897960020,Tabib Michael Farrugia,1852
137242332988342,Joel Fitzgibbon MP,169
770135879667732,Congressman John Kline,3716
281835005264380,Eric Swalwell,3073
555628917805267,Janelle Saffin,3753
332704160201136,Catherine Bearder MEP,2683
68879022755,Joe Sweeney,5654
127879353894732,Delegate Ariana Kelly,337
1636440659937941,Ken McDonald,3458
357968997676025,Diane Bellemare,5356
217008181657329,Teresa Surita,2924
164172890442630,Larry Maguire,541
463475407058444,Martin Pakula,5446
162828467491303,Bernd Althusmann,3799
134735138166,Shashi Tharoor,626
360162814034907,Dr. Michael von Abercron,176
481741618534957,Edmonde Supplice Beauzile,4188
988722514510665,Lisa O'Malley MLA,3136
324919824339577,Ruth Dyson,3828
19854892688,Tom Udall,1369
587411498073744,Paulo Pontes,5839
120624774790466,Amanda Solloway,2845
379973742136545,Karl McCartney,594
488020057942864,Diego Andrade,4964
169115193111983,Senator Sarah Hanson-Young,5431
184609361596971,Scott Peters,830
573016509397396,Gian Mario Spacca,4147
195832384126366,Cllr Karen Furlong,5793
324660077589275,Jackie Trad,2334
458835437554634,Uwe Kirschstein,3292
751965871557286,James Aaron Ellul,3462
929818230362144,Damien Moore MP,10
291380024325396,Brando Benifei,2463
235085849849096,Jean-Marie Le Guen,5043
21243036640,Scott Brison,178
609336902555154,Senator Jane Hume,999
1045126222212052,Romina Plonsker,4988
1655614081323749,Carlos Paparoni,3845
355565337903738,Dagmar Ziegler MdB,113
350858991459,Christine Antorini,4048
1421410201407090,Mary Mitchell O'Connor TD,662
272460762896374,Reinhold Lopatka,4078
606024792836981,Kirsty Blackman MP,538
364551790278835,Mamata Banerjee,2630
358951317539562,Katherine Clark,520
775663779243853,Lucia Borgonzoni,4798
205663176289275,Dr. Klaus-Peter Schulze,4995
432251040227428,Nathaniel Erskine-Smith,4474
144178562335775,Betinho Gomes,192
57497067718,Mette Frederiksen,1485
798681053542019,Deputado Roberto Alves,2533
309795039074935,Vassilis Kikilias,4203
396626607095420,Magda Mofatto,2903
1425049301151339,Yvonne Gebauer,5109
861504803960325,Senator Victor Oh,5444
168884259858593,Manuel Valls,5343
323967801138105,Ian Kaye,1238
102938729823066,Shayne Neumann MP,2759
200066141478,Giuseppe Castiglione,612
527823407293232,Senator David Leyonhjelm,3851
108131116181,Dagmar Schmidt,4660
101897129949412,Jennifer Kanis,5566
335200473236919,Omid Nouripour,3243
1085294454857252,Daniel Wesener,4362
1530971543797682,Gary Anandasangaree,5888
1061816190525027,George Osborne,4380
111747124676,Peter Ramsauer,3597
580435042016921,Brian Mitchell Federal MP for Lyons,1373
373242652794966,Ana Rita Esgario,1461
283210225077432,Mehreen Faruqi,3552
751083248248265,Bernd Lucke,4722
507636606021062,Tom Behnke,2117
313842111853,Patrick McHenry,963
591707450918919,Mattias Tesfaye,3353
198024590300902,Josh Shapiro,1036
231187780287250,Mark Anthony Sammut,2743
603606813109223,Richard Wynne MP,4992
1475614825991407,Claudia Schmidt,3561
373143696085132,Steve Dickson,757
134016909948856,Patrick Dahlemann,2593
656576637722071,Salma Zahid,4352
100632148407,Roberto Albores Gleason,2685
1413222358940007,Politiker Claus Kvist Hansen,5594
415205108523289,Rodrigo Garcia,1504
1406671796266485,Anja Schillhaneck,4731
239595939526679,Devendra Fadnavis,5526
208129505866377,Blaine Calkins,2330
82292613529,Rainer Matheisen MdL,1525
128319693909342,Peter Watson MLA,5057
246519135434804,Hilda Flores Escalera,5532
197422950452361,David de Burgh Graham,580
502689826503669,Alan Farrell TD,5711
636653929736413,Marita Ulvskog,1876
784610181631744,Don MacIntyre,3664
44181675160,Ranil Jayawardena MP,4299
682467535168187,Carlos Castellano,1572
102065566609156,Lorraine Richard,2874
165987503528599,Lindsey Graham,4209
7893934835,Nana Addo Dankwa Akufo-Addo,4575
121020501431254,Senator Eric Lesser,900
114294791962509,Danielle Green MP - Member for Yan Yean,5779
1471604233068737,Arnold Chan,4490
303052606512789,Iris Gleicke,1371
315640038541371,Daniela Sbrollini,2282
540911505996048,Steve Dimopoulos MP for Oakleigh,5574
219217080315,Angela Eagle,2211
651619201564496,"Deborah Russell, Labour MP for New Lynn",2946
109239419107411,Stephen Cowan,5539
159541697531443,Mark Ryan MP,3622
267261693289557,Luke Messer,4644
528968667192873,Jean Glavany,4363
127381574045444,Ellen Rosenblum,3666
1563091823994393,Lea Wermelin,1728
416270778572925,Iris Eberl,1472
195950842440,Manuela Schwesig,837
276758909083560,Gilberto Kassab,4447
116801535089439,Leonardo Monteiro,1208
700965633372134,Bogdan Zdrojewski,1416
244476505719157,Alessandro Zan,68
190256540992046,Javier Corral,1060
892636910855949,Hans-Josef Bracht,1787
247062522139479,Nikki Boyd MP,876
171742906366386,Chris Ballard MPP,2684
10453255451,Henry McMaster,236
176707355774653,Michael Mantha Algoma-Manitoulin,673
1418578908385312,Penny Sharpe MLC,736
282414155188035,Andrew Southcott MP,1995
1702345189990994,Josephine Fock,1556
381608425227664,Andre,1515
1750772685186516,Dr. Ilja-Kristin Seewald,1709
397307097023253,Justine Elliot MP,140
69653361114,Jonathan Djanogly,5256
264569863941769,Jessica Stojkovski MLA,1050
1653883974884352,Roma Britnell MP,1250
221380238051378,Greg Fergus,385
268201630002882,Steffen-Claudio Lemme,5124
155808214441328,Robert Clark MP,4333
602648309886771,Ylva Johansson,5144
1529212630633675,Vitor Valim,589
1431932017036391,Fritz Felgentreu,3539
1422177324745925,Jan-Christoph Oetjen,3199
100820339975174,Felipe Peixoto,4631
162625492360,Michele Bachmann,967
115487945197152,Janine Freeman,291
1456086371281698,Danny Pearson MP for Essendon,1976
247550775394251,Marietje In Europa,5895
369593107953,Christian Oxonitsch,3252
105479482835768,Goodluck Jonathan,144
686333338065826,Dr. Georg Kippels MdB,2869
316362048452945,Atifete Jahjaga,2662
296489277060163,Judith Sargentini,5364
547597092025909,Harald Vilimsky,5452
351694621698331,Dr Liam Fox,4647
32446751466,Julio Cobos,1580
129819533748295,Andrew Leigh MP,1849
130423597034303,Borys Budka,4961
22429695864,John Sarbanes,5876
170651086300657,Klaus Markussen,1715
528410977196029,Julia Verlinden,4080
282035381900739,Devanir Ribeiro,977
465990636788016,Krzysztof Jurgiel,4136
286364464772251,Margot James,5379
1024827034206773,Manuel Hagel,101
96589072281,Frank Henkel,3331
138492335404,Scott Walker,3949
263474960410377,Jonathan Bartley,1786
713309078779555,Karl-Georg Wellmann,3340
240968112939231,Katharina Gebauer,1492
20647428344,Elizabeth May,3036
660069334114898,Ian Blackford MP,4556
351502224990313,Robin Scott,1466
480197465350951,Arno Klare MdB,1595
1406501632954436,Wim Van de Camp,3723
183512318424647,Magdalena Andersson,2516
1722841861328522,Nick Serianni - Libertarian,667
480475492126118,Marcio Lacerda,3798
239234639550868,Dr. Karl A. Lamers,4150
107885352574881,Martin Neumeyer,4446
133650406967,Scott Wiener,4367
216116938531633,Giulia Di Vita,4587
403427196521735,Ben Morton,3566
358186748320,Martin Brandl MdL,455
446753405496845,"Marwan Tabbara, Member of Parliament",5090
191404957556111,Ismail Ertug,4341
1274047459287847,Martin Dixon MP,4583
119570884780306,Katy Gallagher,4501
636160776469166,Alfredo Nascimento,5658
1397441627186065,Leslie Williams,3962
111028329055457,"Karin Binder, MdB",221
209029592482992,Ernesto Cordero,213
137262262959485,Senator Mobina Jaffer,2856
148931718592314,Tarun chugh,2566
17901934974,Anthony G. Brown,4148
163629490352148,"Dr. Dieter-Lebrecht Koch, MdEP",2219
686573054738903,Caroline Simard,3067
563166963704184,Giuseppe Brescia,1518
716862221762601,Jean-Yves Duclos,2996
66774510472,Margarita Stolbizer,1993
110754115759992,Councilwoman Jessica P. Abbott,2193
130532280844,Nicole Ameline,481
329943465102,Lou Gentile for Ohio,2814
264498186977194,Kymberly Marcos Pine,5886
408450975937477,Parm Gill,2389
112659192149479,Falko Liecke,5442
568839896564552,Marie-Claude Bibeau,147
209150529186727,Simon Nowack,1999
686548441500195,Dietmar Panske,489
428532287253950,Vydas Gedvilas,2115
565107946938849,Nick Herbert,4534
422665147807048,Gerben-Jan Gerbrandy,5411
219383758255333,Chris Matheson - Chester MP,5389
211835588951012,Bohuslav Svoboda,2781
139734602739223,Michelle Rowland MP,5093
187653561280861,Josue Sanchez,5531
139065632780165,Monika Hohlmeier,5157
306441566217777,Ruby Sahota,4747
235147283196528,Christi Craddick,4933
243225039137708,Beate Meinl-Reisinger,4982
21751825648,Justin Trudeau,1324
338081456286757,Jan O'Sullivan,4999
1408188762812438,Corri Wilson SNP,5179
273709532781140,James Heappey,1169
779811265442970,Inese Vaidere,5378
373827842789723,Chris Law MP,3771
277978972375122,Lizzie Blandthorn,3369
1403651433185821,Ken O'Dowd MP,3080
186856648056251,Niki Ashton,1331
661723530516891,Jenny Aitchison MP,4155
423800571019823,Katja Leikert,3088
1622064848017565,Mark Smith,1117
279282275785036,Alexander Brockmeier,1651
174839475891161,Edith Sitzmann,4989
205050272847842,"Hon. Deepak Obhrai PC, MP",1080
821269587938298,Alina Gorghiu,3518
652126884801498,Roderich Kiesewetter,2009
151769778352357,Paulo Souto,5217
315208841871484,Jens Zimmermann,3007
1016031405077696,Alison Thewliss - MP for Glasgow Central,5385
70158664648,Cecilia Lonning-Skovgaard,3161
164615580363868,Wilhelm Priesmeier,2041
202790933153733,Bernard Durkan TD,3337
135723493162322,Michael Boddenberg,5780
627434390700275,Dawid Kostempski,3034
958478330869343,Dietmar Brockes,2523
148535387226,Steven Fletcher,1648
211802328892810,Clyde Williams,252
744246135632705,Darrell Samson,2363
1647382662145272,Nick Xenophon,4681
121589404678032,Sharon Knight,2585
338878382824931,Ruy Carneiro,4353
216764815160357,Ram Sharan Mahat,2414
181888625087,Greg Abbott,1907
138187167349,"Sabine Dittmar, MdB",4011
10538186002,Anna Finocchiaro,5403
120895004710410,Jadranka Joksimovic,995
918354941522071,Sayeeda Warsi,2244
1596314440646303,Fernando Reina Iglesias,2907
482933998440829,Lena Arnoldt - Ihre Landtagsabgeordnete,3780
26847738324,Lisa Raitt,5615
331049873725952,Eva Kjer Hansen,4177
1085388398186784,Rasmus Horn Langhoff,3763
590915664316549,Luc Blanchette,396
740083362711653,Joan Pease MP,3372
1379955382222841,Kurt Wiegel MdL,5898
1439011312989701,Jorge Taiana,3172
698128143679780,Kevin Michel MLA,48
350882888265187,Marisol Touraine,2121
742955915793040,"Karen Vecchio, Member of Parliament",3830
476400975832131,Mark Robinson MP,4642
371738266321011,Anil Sharma,3005
388614157893904,Vilson Covatti,43
267941043392957,Isabelle Attard,3795
345612838830323,Mike Nahan,207
237760959647650,Robert Pittenger,4350
449994221841005,Don Rusnak Member of Parliament,4932
113413235475306,Murray Rankin,153
500872119935548,Gessica Rostellato - Deputata alla Camera,4550
754460884658632,Richard Colbeck,4900
1655525674708965,Rebega Laurentiu,5174
15176037691,Jeff Dial Arizona State Representative LD 18,5408
341166615893555,State Representative Toni Rose - Texas,242
139688312764501,James Dornan MSP,3808
262986640427464,Thomas Strobl,464
1569630469924628,Guadalupe Tagliaferri,1790
839764049423558,Rep. Ruben Gallego,5028
355449251225498,Lisa Baker MLA,4443
192043290926200,Amauri Teixeira,1275
164564743908816,Arnold Hansen,5083
108826898029,Uwe Feiler,2139
475061202627239,Nicholas Sarwark,1954
837707072929819,Eliziane Gama,5
107878575961821,Sukhbir Singh Badal,3406
360719903059,Sarah Henderson MP,4883
679142102127348,Leonardo Picciani,3846
557127944369873,Kevin Andrews,5479
240132826182613,Brad Butt,2394
449762921767596,Claude  Goasguen,4569
627310683993920,Brian Tee,2567
209868532415334,Ramiro Ramos Salinas,5687
188677361503511,Mike Mohring,608
529778320512112,Linda Voortman,923
184394935018499,Anna Burke,1632
269475816560244,Markus Paschke,4010
140556086035398,Eric Ciotti,1028
1407244726241803,Oliver Kehrl,3970
355926421408659,Sylvia Stierstorfer,542
229431537138963,Cristiane Brasil,5762
367980806622995,Bruna Furlan Deputada Federal,3668
2105865069439606,Senator Jordon Steele-John,1944
461364607347621,Torsten Gejl,4980
136344939876101,Gleisi Hoffmann,3667
653564898026485,Robert Jenrick,4066
306301166186398,Willy Demeyer,5162
410251129041271,David Michael,2286
1442170879331980,Dr. Stefan Heck,3641
255568980598,Alun Cairns,5846
227363224055470,Christina Kampmann,1092
34668722504,Howard Dean,2661
159224630305,Esteban Bullrich,565
1019710724716909,Dietrich Monstadt,2671
287337734720474,Mario Michele Giarrusso Cittadino a 5 Stelle,3513
628145183937458,Vicentinho Junior,3876
385433161521193,Ulrich Hampel,4090
1021460997937707,Andy Becht,1165
293189730719641,Tomasz Siemoniak,633
348163145304496,Daniel Born MdL,460
248171878566758,Scott Sanford,3493
6444958138,Debbie Wasserman Schultz,3063
413721418649914,Jerry Nadler,3769
1458487477750407,Gerhard Waschler,3456
932882710056959,Rt. Hon. Tobias Ellwood MP,3710
508129169199965,Ken Macintosh MSP,3863
488015114593128,Robert Goguen,4601
1545887795625921,Michel Boudrias,2969
549336698473358,Deputado Miriquinho Batista,3501
27321532378,Pierre Poilievre,5900
400120813434486,Linda Hofstad Helleland,2530
559020010842423,Judith Collins,1890
424428710903598,Jason Azzopardi,2940
133570433378147,Roger Cook,4801
1249194705159064,Antje Tillmann,968
82941398805,Izaskun Bilbao Barandica,3670
130624523767632,Julie Collins MP,698
1112165482134440,"James Gaffney - Green Party, Limerick City",4730
1463126643980071,Alex Rowley MSP,2561
115817631832570,Nelson Pelegrino,4176
38957071637,Pierre Arcand,5110
1416118011933462,Javier Abreu,2356
444872249052425,Stefan Schwartze,603
394239884089547,Dieudonne Luma Etienne,4117
135927913177448,Markus Wallner,3373
142218069538149,"Dr. Robert Kitchen, MP",5417
110161394624,Caren Marks,5701
108101059316321,Jean-Louis Costes,496
6274109770,Rosa DeLauro,4816
246304450107,Birgitta Ohlsson,1739
209390429161783,Satish Upadhyay,3407
208468745922890,Jean-Luc Bleunven,1893
974837825904393,Anne Sander,1402
520342071354241,Ketil Solvik-Olsen,1610
1506612632980641,Ivo Belet,582
547354238619670,Dr. Ashwath Narayan,732
714959965269765,Harriet Shing MP,2171
1486957718253285,Gudie Hutchings,2166
568704756601619,Andrew Constance MP,3849
824740377593403,Oliver Dowden,287
330566160483024,Sergio Casas,131
1567786246815282,Brad Cromes,5406
229256627084777,Mustafa Balbay,2374
1165747080106544,Muna Duzdar,832
102047043284997,Gernot Erler,5176
554291534622512,Miguel Barbosa Huerta,5142
508980172628755,Dr. Saskia Ludwig,1591
538303919633373,Councilman Eric T. Costello,2564
205238761390,David Mundell MP,5509
125797119472,Christian R.M. Lucks,2492
992519954091706,Kit Malthouse,3653
444312885552,Nitin Gadkari,1136
478751888986491,Gareth Ward,3779
222766331085910,Jutta Krellmann,3178
922605937824501,Guillermo Medrano,864
694465213925897,Natalie Hutchins MP,479
1511551585765011,Brendan O'Hara MP for Argyll & Bute,1807
338714247581,Leona Aglukkaq,3057
271154499718170,Cr Robert Davies - Mulgrave,562
458866624147384,Sonia Hornery MP,2205
338758899543225,Alan Wilson,2065
291644800982357,Florian Hahn,4328
263899720309064,Onyx Lorenzoni,1069
95364836407,Michael Gunner,431
245990448763142,Steve Brine MP,782
632343536883223,Mariana Carvalho,3991
397397420360311,Anifah Aman,3103
155688511137874,Hans-Peter Storz,4844
145794842231097,Chad Griffith - Lake Macquarie,55
105044319540032,Yingluck Shinawatra,874
